Time;Temp Winding;Mvar;MW
23/01/2025 01.10;54,99389648;-0,091555528;0,146488845
23/01/2025 01.11;54,97996902;-0,091555528;0,155644402
23/01/2025 01.12;55,04273605;-0,091555528;0,146488845
23/01/2025 01.13;55,04273605;-0,091555528;0,155644402
23/01/2025 01.14;55,14041901;-0,095610678;0,148670167
23/01/2025 01.15;55,17542648;-0,091555528;0,148725063
23/01/2025 01.16;55,22422028;-0,091555528;0,14956747
23/01/2025 01.17;55,18925858;-0,100711077;0,149466753
23/01/2025 01.18;55,22440338;-0,097489119;0,155644402
23/01/2025 01.19;55,27291107;-0,100711077;0,1525933
23/01/2025 01.20;55,27315521;-0,100711077;0,149448454
23/01/2025 01.21;55,30052567;-0,091555528;0,155644402
23/01/2025 01.22;55,33577728;-0,094896518;0,155644402
23/01/2025 01.23;55,37073898;-0,094859913;0,149420932
23/01/2025 01.24;55,43345642;-0,094951421;0,146488845
23/01/2025 01.25;55,41923523;-0,097351789;0,152767226
23/01/2025 01.26;55,46062851;-0,097324267;0,155644402
23/01/2025 01.27;55,4822998;-0,100711077;0,155644402
23/01/2025 01.28;55,49617767;-0,100711077;0,149274379
23/01/2025 01.29;55,51745605;-0,100711077;0,155644402
23/01/2025 01.30;55,54457855;-0,097205244;0,155644402
23/01/2025 01.31;55,59395599;-0,100711077;0,152877167
23/01/2025 01.32;55,57997894;-0,097141258;0,155644402
23/01/2025 01.33;55,61528015;-0,097186938;0,15293847
23/01/2025 01.34;55,61474228;-0,100711077;0,153041884
23/01/2025 01.35;55,66378021;-0,100711077;0,146488845
23/01/2025 01.36;55,64279556;-0,100711077;0,146488845
23/01/2025 01.37;55,67765808;-0,100711077;0,146488845
23/01/2025 01.38;55,67765808;-0,100711077;0,146488845
23/01/2025 01.39;55,72649765;-0,100711077;0,148963124
23/01/2025 01.40;55,72649765;-0,100711077;0,155644402
23/01/2025 01.41;55,69124603;-0,100711077;0,15309678
23/01/2025 01.42;55,75474548;-0,100711077;0,153188422
23/01/2025 01.43;55,79622269;-0,095290199;0,148981422
23/01/2025 01.44;55,75386429;-0,100711077;0,153252557
23/01/2025 01.45;55,81068802;-0,100711077;0,155644402
23/01/2025 01.46;55,77533722;-0,106470741;0,149329424
23/01/2025 01.47;55,81000519;-0,100711077;0,155644402
23/01/2025 01.48;55,8590889;-0,100711077;0,152721405
23/01/2025 01.49;55,88675308;-0,100711077;0,149311125
23/01/2025 01.50;55,88650894;-0,100711077;0,149347723
23/01/2025 01.51;55,89380646;-0,100711077;0,155644402
23/01/2025 01.52;55,90802765;-0,100711077;0,149292812
23/01/2025 01.53;55,87302017;-0,100711077;0,152803823
23/01/2025 01.54;55,90773773;-0,100711077;0,155644402
23/01/2025 01.55;55,87302017;-0,100711077;0,149274379
23/01/2025 01.56;55,93583679;-0,100711077;0,155644402
23/01/2025 01.57;55,88675308;-0,100711077;0,152547479
23/01/2025 01.58;55,95716095;-0,094786711;0,146488845
23/01/2025 01.59;55,92185974;-0,100711077;0,149266854
23/01/2025 02.00;55,97069931;-0,100711077;0,155644402
23/01/2025 02.01;55,94913101;-0,100711077;0,152666494
23/01/2025 02.02;55,88640976;-0,104017496;0,155644402
23/01/2025 02.03;55,92185974;-0,100711077;0,149411842
23/01/2025 02.04;56,00580597;-0,100711077;0,152684793
23/01/2025 02.05;55,98418808;-0,109866634;0,146488845
23/01/2025 02.06;55,97069931;-0,100711077;0,146488845
23/01/2025 02.07;55,97069931;-0,104216918;0,149206609
23/01/2025 02.08;56,01953888;-0,109866634;0,146488845
23/01/2025 02.09;56,00570679;-0,100711077;0,155644402
23/01/2025 02.10;56,00600052;-0,106342494;0,149188265
23/01/2025 02.11;56,01953888;-0,106379099;0,149237782
23/01/2025 02.12;55,94971466;-0,100711077;0,155644402
23/01/2025 02.13;55,98433304;-0,100711077;0,146488845
23/01/2025 02.14;56,01953888;-0,100711077;0,152913779
23/01/2025 02.15;56,04749298;-0,109866634;0,155644402
23/01/2025 02.16;55,99894714;-0,100711077;0,152904555
23/01/2025 02.17;56,05450058;-0,100711077;0,155644402
23/01/2025 02.18;55,99806595;-0,106315114;0,149173796
23/01/2025 02.19;56,01953888;-0,104216918;0,152922854
23/01/2025 02.20;56,01953888;-0,104317643;0,153023586
23/01/2025 02.21;56,05459595;-0,109866634;0,149155498
23/01/2025 02.22;55,98423767;-0,100711077;0,155644402
23/01/2025 02.23;55,97069931;-0,10624177;0,155644402
23/01/2025 02.24;55,99845886;-0,104299344;0,146488845
23/01/2025 02.25;56,05474472;-0,100711077;0,15309678
23/01/2025 02.26;56,01953888;-0,106012933;0,153296843
23/01/2025 02.27;56,05484009;-0,100711077;0,153371572
23/01/2025 02.28;56,03362656;-0,100711077;0,148807496
23/01/2025 02.29;55,98457718;-0,100711077;0,153417259
23/01/2025 02.30;56,06837845;-0,100711077;0,155644402
23/01/2025 02.31;56,01953888;-0,104784526;0,146488845
23/01/2025 02.32;56,0544014;-0,100711077;0,155644402
23/01/2025 02.33;56,0332222;-0,100711077;0,153398961
23/01/2025 02.34;55,98423767;-0,100711077;0,146488845
23/01/2025 02.35;56,01953888;-0,100711077;0,146488845
23/01/2025 02.36;56,10304642;-0,109866634;0,155644402
23/01/2025 02.37;56,05445099;-0,100711077;0,146488845
23/01/2025 02.38;56,01953888;-0,103889205;0,149594858
23/01/2025 02.39;56,01953888;-0,109866634;0,152639121
23/01/2025 02.40;56,06837845;-0,103896439;0,146488845
23/01/2025 02.41;56,01953888;-0,100711077;0,149430141
23/01/2025 02.42;55,9978714;-0,103960559;0,149475828
23/01/2025 02.43;56,01953888;-0,109866634;0,146488845
23/01/2025 02.44;56,01953888;-0,109866634;0,152721405
23/01/2025 02.45;55,98438263;-0,103978865;0,149457529
23/01/2025 02.46;55,98448181;-0,106434137;0,155644402
23/01/2025 02.47;55,95711136;-0,100711077;0,152803823
23/01/2025 02.48;56,01953888;-0,104207695;0,149228692
23/01/2025 02.49;55,93573761;-0,104162015;0,155644402
23/01/2025 02.50;55,97069931;-0,100711077;0,155644402
23/01/2025 02.51;55,95726013;-0,104226001;0,155644402
23/01/2025 02.52;55,98467636;-0,100711077;0,155644402
23/01/2025 02.53;55,99826431;-0,109866634;0,155644402
23/01/2025 02.54;55,97069931;-0,109866634;0,146488845
23/01/2025 02.55;55,93593597;-0,106388316;0,155644402
23/01/2025 02.56;56,00531769;-0,106214389;0,155644402
23/01/2025 02.57;55,95667267;-0,109866634;0,155644402
23/01/2025 02.58;55,97069931;-0,109866634;0,149008945
23/01/2025 02.59;55,98428726;-0,109866634;0,153087705
23/01/2025 03.00;55,99129105;-0,104345024;0,149091363
23/01/2025 03.01;55,95682144;-0,104445748;0,146488845
23/01/2025 03.02;55,93554306;-0,104390845;0,146488845
23/01/2025 03.03;55,95647812;-0,104500651;0,153197512
23/01/2025 03.04;55,90793228;-0,104464054;0,155644402
23/01/2025 03.05;55,92185974;-0,106168561;0,155644402
23/01/2025 03.06;55,95677185;-0,105976336;0,153307453
23/01/2025 03.07;55,95691681;-0,109866634;0,148871616
23/01/2025 03.08;55,88650894;-0,109866634;0,155644402
23/01/2025 03.09;55,92185974;-0,100711077;0,155644402
23/01/2025 03.10;55,90802765;-0,105994634;0,155644402
23/01/2025 03.11;55,92185974;-0,100711077;0,155644402
23/01/2025 03.12;55,88714218;-0,100711077;0,155644402
23/01/2025 03.13;55,86436844;-0,109866634;0,153444782
23/01/2025 03.14;55,88675308;-0,109866634;0,155644402
23/01/2025 03.15;55,88650894;-0,104655087;0,155644402
23/01/2025 03.16;55,82417679;-0,109866634;0,155644402
23/01/2025 03.17;55,83820343;-0,109866634;0,148688465
23/01/2025 03.18;55,87302017;-0,10436251;0,155644402
23/01/2025 03.19;55,87302017;-0,100711077;0,149625495
23/01/2025 03.20;55,82417679;-0,105811484;0,146488845
23/01/2025 03.21;55,8590889;-0,109866634;0,149558246
23/01/2025 03.22;55,85938263;-0,103969641;0,152666494
23/01/2025 03.23;55,85884476;-0,103923962;0,155644402
23/01/2025 03.24;55,83820343;-0,109866634;0,155644402
23/01/2025 03.25;55,82417679;-0,109866634;0,152694017
23/01/2025 03.26;55,77533722;-0,106498122;0,149347723
23/01/2025 03.27;55,82417679;-0,109866634;0,152886257
23/01/2025 03.28;55,77533722;-0,100711077;0,155644402
23/01/2025 03.29;55,78892517;-0,100711077;0,146488845
23/01/2025 03.30;55,75474548;-0,109866634;0,155644402
23/01/2025 03.31;55,72649765;-0,100711077;0,155644402
23/01/2025 03.32;55,81049347;-0,104271822;0,152968675
23/01/2025 03.33;55,73998642;-0,106351711;0,155644402
23/01/2025 03.34;55,77533722;-0,104326725;0,155644402
23/01/2025 03.35;55,72649765;-0,106287591;0,155644402
23/01/2025 03.36;55,71305847;-0,100711077;0,146488845
23/01/2025 03.37;55,72649765;-0,109866634;0,153014496
23/01/2025 03.38;55,76155472;-0,109866634;0,149155498
23/01/2025 03.39;55,72649765;-0,104381628;0,146488845
23/01/2025 03.40;55,698349;-0,10624177;0,153032795
23/01/2025 03.41;55,67765808;-0,109866634;0,146488845
23/01/2025 03.42;55,71286392;-0,104399927;0,155644402
23/01/2025 03.43;55,71253586;-0,109866634;0,159631521
23/01/2025 03.44;55,66368103;-0,109866634;0,146488845
23/01/2025 03.45;55,62881851;-0,106159344;0,149018019
23/01/2025 03.46;55,67765808;-0,109866634;0,153142601
23/01/2025 03.47;55,67765808;-0,109866634;0,153234109
23/01/2025 03.48;55,62881851;-0,109866634;0,155644402
23/01/2025 03.49;55,62881851;-0,109866634;0,146488845
23/01/2025 03.50;55,67765808;-0,109866634;0,148871616
23/01/2025 03.51;55,62881851;-0,109866634;0,153251693
23/01/2025 03.52;55,61479187;-0,109866634;0,155644402
23/01/2025 03.53;55,66378021;-0,109866634;0,15327993
23/01/2025 03.54;55,54472733;-0,10589391;0,148752585
23/01/2025 03.55;55,62881851;-0,109866634;0,155644402
23/01/2025 03.56;55,57997894;-0,109866634;0,155644402
23/01/2025 03.57;55,57997894;-0,109866634;0,155644402
23/01/2025 03.58;55,54492188;-0,105866387;0,155644402
23/01/2025 03.59;55,50937653;-0,109866634;0,155644402
23/01/2025 04.00;55,55928802;-0,109866634;0,146488845
23/01/2025 04.01;55,49617767;-0,105839007;0,148697689
23/01/2025 04.02;55,4822998;-0,109866634;0,152538389
23/01/2025 04.03;55,4822998;-0,10665375;0,146488845
23/01/2025 04.04;55,4822998;-0,109866634;0,152584076
23/01/2025 04.05;55,4822998;-0,109866634;0,149540007
23/01/2025 04.06;55,49622726;-0,104015462;0,149411842
23/01/2025 04.07;55,44713974;-0,109866634;0,149311125
23/01/2025 04.08;55,51760101;-0,109866634;0,155644402
23/01/2025 04.09;55,49632645;-0,109866634;0,155644402
23/01/2025 04.10;55,45988083;-0,109866634;0,155644402
23/01/2025 04.11;55,41178894;-0,104097888;0,155644402
23/01/2025 04.12;55,43345642;-0,109866634;0,155644402
23/01/2025 04.13;55,39849472;-0,109866634;0,146488845
23/01/2025 04.14;55,44713974;-0,109866634;0,146488845
23/01/2025 04.15;55,43345642;-0,109866634;0,146488845
23/01/2025 04.16;55,41991806;-0,109866634;0,155644402
23/01/2025 04.17;55,38461685;-0,104335941;0,146488845
23/01/2025 04.18;55,38461685;-0,106287591;0,15299353
23/01/2025 04.19;55,38461685;-0,109866634;0,149182871
23/01/2025 04.20;55,38461685;-0,109866634;0,155644402
23/01/2025 04.21;55,43345642;-0,109866634;0,146488845
23/01/2025 04.22;55,33577728;-0,109866634;0,149018019
23/01/2025 04.23;55,33577728;-0,109866634;0,153069407
23/01/2025 04.24;55,38461685;-0,109866634;0,153071389
23/01/2025 04.25;55,35695648;-0,109866634;0,155644402
23/01/2025 04.26;55,33577728;-0,109866634;0,153142601
23/01/2025 04.27;55,33577728;-0,106031239;0,146488845
23/01/2025 04.28;55,28693771;-0,109866634;0,155644402
23/01/2025 04.29;55,33577728;-0,109866634;0,155644402
23/01/2025 04.30;55,28693771;-0,109866634;0,153261632
23/01/2025 04.31;55,30052567;-0,109866634;0,146488845
23/01/2025 04.32;55,28693771;-0,109866634;0,155644402
23/01/2025 04.33;55,25197601;-0,104583077;0,155644402
23/01/2025 04.34;55,27330399;-0,109866634;0,155644402
23/01/2025 04.35;55,23809814;-0,109866634;0,155644402
23/01/2025 04.36;55,23809814;-0,109866634;0,148770884
23/01/2025 04.37;55,24456787;-0,105811484;0,146488845
23/01/2025 04.38;55,20318604;-0,109866634;0,148706764
23/01/2025 04.39;55,2028923;-0,109866634;0,155644402
23/01/2025 04.40;55,14041901;-0,109866634;0,153481379
23/01/2025 04.41;55,20328522;-0,109866634;0,146488845
23/01/2025 04.42;55,17552567;-0,109866634;0,155644402
23/01/2025 04.43;55,21102142;-0,109866634;0,155644402
23/01/2025 04.44;55,15454102;-0,109866634;0,146488845
23/01/2025 04.45;55,1542511;-0,109866634;0,152575001
23/01/2025 04.46;55,15444565;-0,109866634;0,155644402
23/01/2025 04.47;55,14041901;-0,109866634;0,155644402
23/01/2025 04.48;55,14041901;-0,109866634;0,146488845
23/01/2025 04.49;55,10570145;-0,104052067;0,149366021
23/01/2025 04.50;55,10545731;-0,109866634;0,155644402
23/01/2025 04.51;55,09157944;-0,104125269;0,149311125
23/01/2025 04.52;55,12640762;-0,109866634;0,155644402
23/01/2025 04.53;55,12644196;-0,109866634;0,152886257
23/01/2025 04.54;55,09157944;-0,109866634;0,155644402
23/01/2025 04.55;55,07799149;-0,109866634;0,155644402
23/01/2025 04.56;55,05578613;-0,104253516;0,149182871
23/01/2025 04.57;55,04273605;-0,109866634;0,152904555
23/01/2025 04.58;55,0637207;-0,109866634;0,153005272
23/01/2025 04.59;55,04273605;-0,109866634;0,155644402
23/01/2025 05.00;55,02872467;-0,106360793;0,149219468
23/01/2025 05.01;55,02870941;-0,109866634;0,146488845
23/01/2025 05.02;55,04273605;-0,109866634;0,149146274
23/01/2025 05.03;54,99389648;-0,113546401;0,149045542
23/01/2025 05.04;55,01448822;-0,109866634;0,149082154
23/01/2025 05.05;55,02880859;-0,104390562;0,155644402
23/01/2025 05.06;54,94505692;-0,109866634;0,153170124
23/01/2025 05.07;54,98006439;-0,109866634;0,146488845
23/01/2025 05.08;54,95859528;-0,109866634;0,146488845
23/01/2025 05.09;54,94505692;-0,109866634;0,153188422
23/01/2025 05.10;54,94505692;-0,109866634;0,153188661
23/01/2025 05.11;54,93142319;-0,109866634;0,155644402
23/01/2025 05.12;54,90967178;-0,109866634;0,146488845
23/01/2025 05.13;54,89621735;-0,109866634;0,155644402
23/01/2025 05.14;54,89621735;-0,109866634;0,146488845
23/01/2025 05.15;54,86091614;-0,109866634;0,153371572
23/01/2025 05.16;54,88248444;-0,109866634;0,155644402
23/01/2025 05.17;54,84737778;-0,109866634;0,148780107
23/01/2025 05.18;54,89621735;-0,109866634;0,146488845
23/01/2025 05.19;54,88238525;-0,109866634;0,148725063
23/01/2025 05.20;54,83378983;-0,109866634;0,148761675
23/01/2025 05.21;54,83325577;-0,109866634;0,146488845
23/01/2025 05.22;54,81246567;-0,109866634;0,155644402
23/01/2025 05.23;54,81166458;-0,109866634;0,146488845
23/01/2025 05.24;54,79853821;-0,106644668;0,155644402
23/01/2025 05.25;54,78456116;-0,105829783;0,155644402
23/01/2025 05.26;54,78448486;-0,109866634;0,148963124
23/01/2025 05.27;54,79853821;-0,109866634;0,146488845
23/01/2025 05.28;54,78495026;-0,109866634;0,146488845
23/01/2025 05.29;54,78431702;-0,109866634;0,146488845
23/01/2025 05.30;54,71478653;-0,109866634;0,148981422
23/01/2025 05.31;54,71434021;-0,109866634;0,148871616
23/01/2025 05.32;54,72783661;-0,109866634;0,146488845
23/01/2025 05.33;54,735672;-0,109866634;0,153325751
23/01/2025 05.34;54,68702698;-0,109866634;0,15327993
23/01/2025 05.35;54,68727112;-0,109866634;0,148894727
23/01/2025 05.36;54,68717575;-0,106452443;0,152822122
23/01/2025 05.37;54,68741608;-0,109866634;0,155644402
23/01/2025 05.38;54,70085907;-0,109866634;0,155644402
23/01/2025 05.39;54,68707657;-0,109866634;0,15297775
23/01/2025 05.40;54,63847733;-0,109866634;0,155644402
23/01/2025 05.41;54,65201569;-0,109866634;0,155644402
23/01/2025 05.42;54,61705399;-0,109866634;0,146488845
23/01/2025 05.43;54,66569901;-0,109866634;0,152959451
23/01/2025 05.44;54,65201569;-0,109866634;0,149073064
23/01/2025 05.45;54,60317612;-0,109866634;0,149118751
23/01/2025 05.46;54,63798904;-0,109866634;0,153023586
23/01/2025 05.47;54,60317612;-0,109866634;0,146488845
23/01/2025 05.48;54,59041977;-0,109866634;0,149045542
23/01/2025 05.49;54,56845856;-0,109866634;0,148954034
23/01/2025 05.50;54,5753212;-0,109866634;0,148990646
23/01/2025 05.51;54,5191803;-0,109866634;0,149027243
23/01/2025 05.52;54,51898575;-0,109866634;0,153206736
23/01/2025 05.53;54,54030991;-0,109866634;0,155644402
23/01/2025 05.54;54,52677155;-0,109866634;0,155644402
23/01/2025 05.55;54,4838295;-0,109866634;0,146488845
23/01/2025 05.56;54,50549698;-0,109866634;0,14888069
23/01/2025 05.57;54,47887421;-0,109866634;0,148780107
23/01/2025 05.58;54,49202347;-0,109866634;0,146488845
23/01/2025 05.59;54,47028351;-0,109866634;0,146488845
23/01/2025 06.00;54,45665741;-0,109866634;0,155644402
23/01/2025 06.01;54,45665741;-0,109866634;0,15343909
23/01/2025 06.02;54,45665741;-0,109866634;0,148697689
23/01/2025 06.03;54,40781784;-0,109866634;0,155644402
23/01/2025 06.04;54,42125702;-0,109866634;0,152495489
23/01/2025 06.05;54,40781784;-0,109866634;0,155644402
23/01/2025 06.06;54,44248581;-0,109866634;0,155644402
23/01/2025 06.07;54,40781784;-0,109866634;0,155644402
23/01/2025 06.08;54,40781784;-0,109866634;0,149448454
23/01/2025 06.09;54,35897827;-0,109866634;0,149494126
23/01/2025 06.10;54,35897827;-0,109866634;0,146488845
23/01/2025 06.11;54,38015747;-0,109866634;0,152703106
23/01/2025 06.12;54,35897827;-0,109866634;0,15275766
23/01/2025 06.13;54,3243103;-0,109866634;0,152758151
23/01/2025 06.14;54,32411575;-0,109866634;0,152721405
23/01/2025 06.15;54,34529495;-0,109866634;0,155644402
23/01/2025 06.16;54,34514618;-0,109866634;0,155644402
23/01/2025 06.17;54,26129532;-0,106428251;0,152932078
23/01/2025 06.18;54,26129532;-0,109866634;0,146488845
23/01/2025 06.19;54,3101387;-0,109866634;0,149283603
23/01/2025 06.20;54,27493286;-0,109866634;0,155644402
23/01/2025 06.21;54,27526093;-0,109866634;0,149219468
23/01/2025 06.22;54,26129532;-0,109866634;0,153014496
23/01/2025 06.23;54,24756241;-0,109866634;0,146488845
23/01/2025 06.24;54,22595978;-0,109866634;0,14920117
23/01/2025 06.25;54,24721909;-0,109866634;0,149100453
23/01/2025 06.26;54,23314667;-0,109866634;0,146488845
23/01/2025 06.27;54,22628784;-0,109866634;0,155644402
23/01/2025 06.28;54,21245575;-0,109866634;0,146488845
23/01/2025 06.29;54,17778778;-0,109866634;0,146488845
23/01/2025 06.30;54,14968872;-0,109866634;0,146488845
23/01/2025 06.31;54,21245575;-0,109866634;0,155644402
23/01/2025 06.32;54,11477661;-0,109866634;0,146488845
23/01/2025 06.33;54,19842911;-0,109866634;0,153032795
23/01/2025 06.34;54,1074295;-0,10620518;0,146488845
23/01/2025 06.35;54,15002823;-0,109866634;0,146488845
23/01/2025 06.36;54,19891739;-0,109866634;0,155644402
23/01/2025 06.37;54,11477661;-0,109866634;0,146488845
23/01/2025 06.38;54,07956314;-0,109866634;0,146488845
23/01/2025 06.39;54,06593704;-0,109866634;0,149036467
23/01/2025 06.40;54,12894821;-0,109866634;0,153197512
23/01/2025 06.41;54,06593704;-0,109866634;0,155644402
23/01/2025 06.42;54,06593704;-0,109866634;0,149018019
23/01/2025 06.43;54,06593704;-0,109866634;0,153215811
23/01/2025 06.44;54,03112411;-0,109866634;0,155644402
23/01/2025 06.45;54,03092957;-0,109866634;0,155644402
23/01/2025 06.46;54,03063583;-0,109866634;0,155644402
23/01/2025 06.47;54,10070038;-0,109866634;0,146488845
23/01/2025 06.48;54,0032196;-0,109866634;0,149283603
23/01/2025 06.49;53,98189163;-0,109866634;0,146488845
23/01/2025 06.50;54,05176544;-0,109866634;0,155644402
23/01/2025 06.51;54,01709747;-0,109866634;0,149265304
23/01/2025 06.52;54,00336456;-0,109866634;0,155644402
23/01/2025 06.53;54,00355911;-0,109866634;0,155644402
23/01/2025 06.54;53,93349457;-0,109866634;0,149237782
23/01/2025 06.55;53,9682579;-0,109866634;0,155644402
23/01/2025 06.56;53,93305206;-0,112978794;0,155644402
23/01/2025 06.57;53,90524292;-0,109866634;0,155644402
23/01/2025 06.58;53,9682579;-0,109866634;0,146488845
23/01/2025 06.59;53,90568542;-0,109866634;0,149594858
23/01/2025 07.00;53,91941833;-0,109866634;0,155644402
23/01/2025 07.01;53,88465118;-0,115827605;0,149530739
23/01/2025 07.02;53,87057495;-0,109866634;0,14957656
23/01/2025 07.03;53,90578079;-0,109866634;0,149475828
23/01/2025 07.04;53,90524292;-0,109866634;0,146488845
23/01/2025 07.05;53,87057495;-0,109866634;0,149411842
23/01/2025 07.06;53,87057495;-0,109866634;0,146488845
23/01/2025 07.07;53,82173538;-0,109866634;0,15309678
23/01/2025 07.08;53,67521667;0,798130989;0,153197512
23/01/2025 07.09;53,9332962;-17,69491005;1,417142034
23/01/2025 07.10;54,04446411;-2,033010721;43,17897415
23/01/2025 07.11;54,16361618;1,212985873;120,2217484
23/01/2025 07.12;54,55433655;2,571183681;144,8945465
23/01/2025 07.13;55,41218185;4,622596741;160,371048
23/01/2025 07.14;56,64087296;5,961770058;166,1569519
23/01/2025 07.15;58,18918991;-0,017743073;150,707077
23/01/2025 07.16;59,61967468;-2,077189684;114,1657867
23/01/2025 07.17;60,63816452;-1,635299921;107,6190186
23/01/2025 07.18;61,40002441;-0,82579577;108,3126755
23/01/2025 07.19;61,79678726;-1,919297457;101,1275711
23/01/2025 07.20;62,07570267;-1,254198551;121,3335342
23/01/2025 07.21;62,45269012;-2,400155783;124,4764404
23/01/2025 07.22;62,71062469;-0,787954211;129,1782379
23/01/2025 07.23;63,10810471;-1,154467821;132,110672
23/01/2025 07.24;63,64593506;-0,056848083;133,5686035
23/01/2025 07.25;64,07814789;-1,156669736;125,2733459
23/01/2025 07.26;64,49701691;-1,339980602;118,0473328
23/01/2025 07.27;64,79691315;-1,359743118;117,5866241
23/01/2025 07.28;64,92184448;-1,153942108;125,5170975
23/01/2025 07.29;65,20146942;0,044769112;118,5117874
23/01/2025 07.30;65,3968277;-1,014065742;118,1016464
23/01/2025 07.31;65,50823975;-0,970488608;118,5063553
23/01/2025 07.32;65,60567474;-0,737236619;116,5924225
23/01/2025 07.33;65,72467804;0,729044259;113,500824
23/01/2025 07.34;65,75254059;-0,217704222;112,9055939
23/01/2025 07.35;65,7387085;-0,348830521;113,4287186
23/01/2025 07.36;65,72515869;0,37013936;112,9852982
23/01/2025 07.37;65,77344513;-0,577694952;109,4173203
23/01/2025 07.38;65,67598724;0,421913028;106,4640198
23/01/2025 07.39;65,6058197;-1,195972323;106,4549103
23/01/2025 07.40;65,47254944;0,12429373;106,4488602
23/01/2025 07.41;65,43169403;-0,122354098;108,1247482
23/01/2025 07.42;65,31267548;0,318453014;106,8083649
23/01/2025 07.43;65,22322845;0,398043573;108,5330124
23/01/2025 07.44;65,17331696;0,652962923;108,7101059
23/01/2025 07.45;65,10379028;0,629197836;108,4395599
23/01/2025 07.46;65,03445435;1,068695068;108,1150131
23/01/2025 07.47;64,97124481;1,458153725;109,1345978
23/01/2025 07.48;64,93598938;2,926822186;109,9429703
23/01/2025 07.49;64,97912598;5,012973785;110,5650635
23/01/2025 07.50;64,9432373;6,694908142;110,8445129
23/01/2025 07.51;64,97834778;6,981085777;113,138649
23/01/2025 07.52;65,0549469;5,570937634;114,1413651
23/01/2025 07.53;65,02667236;3,574483871;115,3675232
23/01/2025 07.54;65,10379028;6,811872482;115,3274078
23/01/2025 07.55;65,21514893;6,040381908;115,6334381
23/01/2025 07.56;65,26433563;5,713065147;117,7988815
23/01/2025 07.57;65,43188477;6,872680664;117,9556122
23/01/2025 07.58;65,47284698;5,182043076;117,1732864
23/01/2025 07.59;65,57159424;9,089595795;123,812149
23/01/2025 08.00;65,70379639;5,05495882;117,1176071
23/01/2025 08.01;65,86375427;9,3513937;141,6668091
23/01/2025 08.02;66,11541748;11,13155842;155,6632385
23/01/2025 08.03;66,6526413;11,54197502;159,4477539
23/01/2025 08.04;67,28780365;12,96646214;164,3348389
23/01/2025 08.05;68,13994598;14,54728031;164,8951416
23/01/2025 08.06;68,94797516;14,57957172;164,7243652
23/01/2025 08.07;69,8272934;14,31963825;164,2152405
23/01/2025 08.08;70,60923004;15,10478878;164,9246216
23/01/2025 08.09;71,32823944;14,25843334;165,4752197
23/01/2025 08.10;72,08791351;14,92546082;165,7923889
23/01/2025 08.11;72,72283173;16,28485298;166,4207764
23/01/2025 08.12;73,40659332;16,60323715;165,6369781
23/01/2025 08.13;73,97850037;15,41553593;165,0131226
23/01/2025 08.14;74,51603699;16,10618591;165,4747467
23/01/2025 08.15;74,96169281;17,05043602;166,9305115
23/01/2025 08.16;75,45787811;19,3421154;168,9351959
23/01/2025 08.17;75,89743805;20,54270935;166,5741119
23/01/2025 08.18;76,40750122;17,18975639;164,4505463
23/01/2025 08.19;76,72771454;18,77439499;164,0434723
23/01/2025 08.20;77,05571747;17,4563427;164,603775
23/01/2025 08.21;77,34895325;18,05242729;163,4723969
23/01/2025 08.22;77,55799866;18,90555763;163,5082245
23/01/2025 08.23;77,78820801;20,8474102;164,5486145
23/01/2025 08.24;77,88609314;19,87007904;165,753067
23/01/2025 08.25;78,15756989;17,82675362;164,7003174
23/01/2025 08.26;78,40985107;18,99790573;163,1432648
23/01/2025 08.27;78,52083588;18,40705681;160,4242554
23/01/2025 08.28;78,64624786;18,05059814;160,7039642
23/01/2025 08.29;78,70878601;16,60833549;160,1124725
23/01/2025 08.30;78,84137726;17,9564743;160,7675781
23/01/2025 08.31;78,75831604;19,1516552;161,8189392
23/01/2025 08.32;78,85559845;19,53965569;161,9213715
23/01/2025 08.33;78,93915558;18,69153786;162,3390503
23/01/2025 08.34;79,00902557;19,37502861;162,5153198
23/01/2025 08.35;79,05115509;19,98627472;162,7206268
23/01/2025 08.36;79,22663879;20,35122871;164,7816315
23/01/2025 08.37;79,23915863;20,56159782;165,1572266
23/01/2025 08.38;79,35787964;21,47843933;165,6524963
23/01/2025 08.39;79,49791718;20,19318962;166,0709076
23/01/2025 08.40;79,59584045;20,24019623;164,9708252
23/01/2025 08.41;79,74180603;22,58703613;163,9120483
23/01/2025 08.42;79,78336334;22,14877892;164,3607788
23/01/2025 08.43;79,92939758;21,43547249;163,8545532
23/01/2025 08.44;80,02815247;21,70785904;163,2412567
23/01/2025 08.45;80,06272125;20,2489357;162,8379211
23/01/2025 08.46;80,14652252;21,6810379;162,3601227
23/01/2025 08.47;80,11170959;22,09553719;162,7091675
23/01/2025 08.48;80,21663666;22,3137455;164,2518005
23/01/2025 08.49;80,25243378;22,79960632;164,0811157
23/01/2025 08.50;80,30712128;21,79217911;163,8365173
23/01/2025 08.51;80,30692291;22,58409691;163,6194
23/01/2025 08.52;80,28511047;22,78401566;162,233139
23/01/2025 08.53;80,3418808;21,83905792;162,0181122
23/01/2025 08.54;80,40474701;23,11452484;163,2105713
23/01/2025 08.55;80,41209412;22,7903595;163,083374
23/01/2025 08.56;80,37012482;22,84310532;163,0131836
23/01/2025 08.57;80,42568207;22,28722382;163,3233337
23/01/2025 08.58;80,40435791;22,51434898;163,1714478
